42.66690911,,
54.79967949,,
45.0488546,,
54.2104798,,
39.52077295,,
20.45507246,,
21.63267214,,
24.82922518,,
42.58793,,
48.74134432,,
44.89115372,,
64.63699158,,
55.42419992,,
53.65726147,,
65.79648631,,
51.658182,,
36.10836537,,
13.90709698,,
20.90343983,,
26.02730821,,
41.25136035,,
52.18606038,,
50.87533778,,
55.66029687,,
54.81451613,,
54.18743715,,
48.62681824,,
52.5878822,,
44.17948064,,
31.55621971,,
20.55139175,,
26.93637993,,
30.45762164,,
43.25422427,,
40.99280303,,
60.18413978,,
57.46639785,,
37.27543878,,
48.41789388,,
42.13698397,,
29.83377157,,
21.26714976,,
16.51694717,,
21.03517999,,
27.48756039,,
39.21107994,,
44.64410002,,
56.434843,,
37.73503974,,
62.25785455,,
58.79054767,,
48.10863527,,
27.74528986,,
17.82396302,,
16.95050257,,
22.44833833,,
34.50095128,,
36.94769752,,
39.31858256,,
36.97795894,,
40.6380933,,
42.91530939,,
45.75943517,,
29.72278361,,
25.95364155,,
26.41338854,,
18.67911407,,
22.7019051,,
35.13665459,,
42.28892006,,
43.70313461,,
40.35820158,,
50.91257137,,
51.33317678,,
43.71039234,,
42.10676329,,
25.11880552,,
26.07016908,,
20.93641054,,
19.46561867,,
37.16358147,,
44.9968599,,
54.36545894,,
56.34402758,,
53.16993391,,
33.41847238,,
36.33045922,,
31.4191033,,
16.75239598,,
10.32188735,,
14.39111651,,
10.38313889,,
19.01506917,,
37.97713366,,
35.71967186,,
39.14976731,,
42.81712461,,
39.10280545,,
30.25362319,,
19.99373902,,
13.09729695,,
6.74194953,,
11.49805149,,
11.37868971,,
21.82159736,,
27.16748612,,
29.42402519,,
32.56758681,,2016月平均資料來源
36,,http://taqm.epa.gov.tw/pm25/tw/MonthlyAverage.aspx
34,,
44,,
31,,
20,,
10,,
12,,
18,,
19,,
28,,
35,,
43,,
